Lines_of_Code,Cyclomatic_Complexity,Num_Functions,Code_Churn,Comment_Density,Num_Bugs,Has_Unit_Tests,Code_Owner_Experience,Quality_Label
1722.0,1,198,148.63926519649604,0.2709804224664796,4,0,5,0
3382.0,36,123,81.00958099490163,0.3999665395557529,2,0,3,0
2710.0,41,154,96.74215519696138,0.5762365290549399,2,1,8,0
3169.0,28,115,57.80235891149187,,2,0,2,0
6586.0,48,159,111.68592019391907,0.8831199550409011,1,1,4,0
1355.0,39,26,57.06751854966347,0.9106432871020952,5,0,5,0
2760.0,5,120,70.50416708296032,0.3933914116541686,5,1,5,0
9334.0,13,117,149.17256951441735,0.1828249265500421,1,1,4,0
4552.0,11,181,106.82399118940712,0.2891424106064593,0,0,3,1
9734.0,46,28,171.22829703351584,0.5269536286615575,1,1,3,2
7202.0,22,31,158.83587641312823,0.3596329380103551,0,0,5,1
4276.0,49,40,110.78719278152562,0.5081250137783905,1,0,6,1
3786.0,23,111,,0.7828331497487854,2,1,1,0
5337.0,12,149,88.07521209035541,,3,1,4,0
7761.0,21,60,152.19537039321455,0.2772977105871448,2,0,6,0
890.0,19,14,118.15622270525073,0.4221708765264391,3,0,2,0
8516.0,5,58,145.47804666188912,0.7686830963336798,3,0,5,2
3134.0,24,85,67.65677381402124,0.4816559081924001,2,0,9,2
325.0,30,112,31.94633000119296,0.3245840676739348,3,1,3,1
5448.0,8,170,125.11272979393496,0.4846704752865987,4,0,3,2
6566.0,2,85,135.1396554290544,0.5093260189143938,4,1,9,1
3279.0,49,131,103.75947890903934,0.3667394842993434,1,0,3,0
9103.0,34,102,128.93081988689704,0.996116580273735,3,0,4,1
4323.0,23,136,57.4000039572228,0.7908634169997916,5,0,9,1
7620.0,3,182,146.9649001678247,0.7232094882586838,9,1,4,2
4166.0,24,65,158.58593557598851,0.8693802861131297,3,1,5,1
4462.0,18,153,151.03408922479798,0.6997772761889014,4,1,2,0
5123.0,47,40,106.19842830777424,0.8118823087496009,4,0,8,0
4409.0,37,106,,0.4712730800668506,4,0,9,0
346.0,49,50,42.85659382342356,0.550334592918395,1,1,4,0
5837.0,31,99,128.6736068457572,0.1422967449725644,2,0,3,2
1718.0,14,75,135.82250460173023,0.3525817522679342,1,1,4,1
8712.0,1,48,,0.4312111683099844,5,1,7,1
5260.0,14,68,52.9815026133406,0.6629232028773967,3,0,1,1
1471.0,41,150,111.46790296924956,,1,1,2,1
7828.0,5,17,,,3,0,5,0
4338.0,31,17,2.130031616366267,0.7419946010624936,3,0,9,2
2712.0,31,29,41.114303983594034,0.1384468009009034,4,1,6,1
2180.0,30,9,158.06290866549546,0.332449972303253,4,0,3,1
6019.0,36,132,80.10427906932586,0.2538134852902591,2,1,3,2
4424.0,1,43,152.806526599956,0.2687096072538741,0,1,7,1
7897.0,3,161,157.182540540854,0.5528128560687924,5,1,3,2
2835.0,20,112,127.31203793066538,0.7659808988499327,2,0,3,1
6183.0,43,189,69.2784434749648,0.3454993305328396,0,1,7,2
7452.0,48,178,147.2117290242807,0.8420043143221411,3,0,9,1
9121.0,43,165,110.67781613006566,0.9032108654877165,0,1,9,0
3158.0,21,142,102.23339668125418,0.4154804848183171,2,0,3,1
9141.0,30,190,54.41965247874291,0.7132208850588027,4,1,8,0
5434.0,42,29,,0.2053443646765973,2,1,1,2
1253.0,44,78,55.14724523628755,0.7696254569372397,7,0,8,0
5040.0,30,43,147.9565084480093,0.2485214879289569,0,1,2,1
3179.0,5,20,176.71846356250947,0.7186742233939187,1,1,4,0
502.0,10,192,146.1842716243749,0.479710003114166,2,0,7,0
3075.0,24,160,109.94614384524264,0.9356106894566868,1,0,6,1
9894.0,45,176,84.6581120318836,0.5180145236491576,1,1,9,2
7636.0,39,190,123.8208093157334,0.1278125357208352,3,1,8,0
,48,36,79.14619931696993,0.5326021326213073,2,0,2,1
6860.0,6,67,98.43190641258876,,3,1,4,0
1080.0,10,97,58.9266034279963,0.6823758977981649,1,0,1,2
6780.0,42,49,132.53204211986014,0.9696836769532066,3,0,7,2
2484.0,43,57,135.04541269768055,0.8589452410582712,2,1,4,2
9090.0,10,193,145.44278179965954,0.5738964966078066,3,0,8,0
1466.0,25,54,127.8892804370284,0.2858685090448583,2,0,2,1
3038.0,14,159,124.39850702948476,0.1033971668399107,7,1,8,2
1362.0,47,30,47.80889836597303,0.9824521573012314,4,1,2,1
7759.0,39,135,,0.9444877284724033,7,1,8,2
6287.0,13,94,116.55280965421048,0.3467295946676736,2,1,1,0
8595.0,11,43,155.0448948616226,0.6743942076013544,1,0,2,0
9985.0,39,197,86.63842325427844,,4,0,5,2
2416.0,11,167,100.28043917275782,0.6202121149293355,2,0,1,1
8009.0,46,57,100.79980393886144,0.858665507354288,5,1,5,1
1021.0,49,178,7.835583086424279,0.1700421835888124,2,0,5,2
7214.0,16,26,112.02122093474046,0.906844630735192,2,1,7,0
6674.0,33,192,72.50739859469606,0.4528171100498429,1,0,2,1
8712.0,41,138,130.55402154469783,0.5326210194173123,1,1,2,1
5629.0,41,56,98.433135503643,0.500260285379505,5,1,6,0
3909.0,32,79,91.0368732164762,0.5781576006724194,2,0,3,1
1266.0,10,77,92.12604805608278,0.6383516246971781,3,1,8,2
8831.0,15,33,83.64901773209664,0.7393090896812727,2,0,3,0
6368.0,16,175,31.92258291249891,0.5724463051676837,4,0,4,2
5431.0,43,126,147.66742806673636,0.7162959304080012,3,0,7,0
5129.0,27,166,68.30480266130645,0.4044676992316305,5,0,1,2
1560.0,49,163,76.61238782450795,,2,1,1,2
4787.0,45,90,103.95327272132543,0.1580779178197922,2,0,9,2
5457.0,32,50,44.222350556426285,0.5909865477049842,4,0,6,1
4839.0,6,8,75.04601206470082,0.1786565584195432,3,0,5,1
427.0,47,6,195.8246509245122,0.4984903324332373,2,1,2,2
5338.0,48,137,116.8367182344888,0.3318241218875469,3,0,2,2
8643.0,36,50,57.109858691724575,0.9432131046243828,2,1,7,0
5232.0,8,83,-4.066985766583045,0.111767847747349,7,0,6,1
4832.0,25,151,150.0697121466246,0.4520832680273113,2,0,8,2
,7,170,49.39583604035498,0.803838474736259,5,0,3,1
5391.0,17,63,72.85651200483485,0.2696152713863192,2,0,3,0
8525.0,48,76,79.18828590187502,0.8340293841996276,2,0,5,2
3222.0,30,24,54.34353468583266,0.8737525790423414,5,1,4,1
4976.0,2,57,96.18818433608492,0.737202699681193,3,1,8,0
2828.0,17,111,72.42944089507452,0.2881622641835537,5,0,6,2
9224.0,4,59,,0.3448347909234061,2,0,8,1
8095.0,26,171,107.02758488258978,0.2502412558258258,3,0,7,0
1923.0,14,125,171.60642700787506,0.2656573634812597,0,1,2,0
3600.0,8,168,172.61759207736475,0.1328430668278378,3,0,9,1
4173.0,5,190,52.25915552861303,0.8715835730784398,3,1,6,2
9152.0,5,19,83.6492398368587,0.5756520586850522,4,0,6,1
1330.0,5,5,,0.3949833014983465,2,0,2,0
4495.0,27,99,42.07702534890764,0.3606192964570672,2,0,9,0
6151.0,5,141,139.8812642589235,0.5902266668028278,3,1,1,2
1576.0,3,155,127.399894096816,0.3940163396109541,7,0,6,1
2123.0,38,184,57.55251393458225,0.8773461775093132,3,1,8,2
2696.0,30,158,59.96505942251201,0.2898616915332197,0,0,2,2
7940.0,1,192,192.2471931100722,0.8940716122715674,4,1,3,0
7221.0,8,22,191.24763116384,0.6976832077030862,3,1,7,1
2530.0,13,109,121.49578202115522,0.9609662984094732,5,0,1,1
8054.0,20,190,30.689783707918167,0.1135965174721241,6,1,5,0
7043.0,6,69,162.8428934852945,0.1531860091400408,3,0,6,0
633.0,48,81,30.478235261165025,0.5508051345429159,3,0,7,1
1356.0,8,120,135.759951265326,0.9211409470288436,3,0,7,2
1757.0,30,73,19.036886292994964,0.7577154563771306,4,0,3,2
9444.0,49,146,100.3809251693287,0.6599223392674,1,1,7,1
1852.0,40,178,144.2490391451195,0.1284419400941654,4,0,1,2
,15,79,-41.267920551571706,0.4187474095713484,4,1,4,2
6813.0,10,164,73.58104447743185,0.4112676036125715,5,0,7,0
3078.0,33,55,,0.5878771140339152,2,1,7,2
4432.0,9,19,82.79097767455046,,2,0,4,0
3753.0,49,185,66.44627122867325,0.340440143659984,2,1,1,2
3113.0,33,73,93.32622653287224,0.6587747200690834,4,0,8,1
,9,19,151.8761911568434,0.9501107889827408,1,0,4,0
7752.0,14,34,168.44774534894628,0.6941611932730257,4,0,2,1
,32,82,135.25105823368423,0.7013171115829316,0,1,4,0
4966.0,37,156,177.6680630607184,0.987593332049304,7,0,8,2
1864.0,6,39,73.2609714524617,0.2381303503628111,2,0,8,1
1222.0,5,73,129.83923285972102,0.1304512967803243,6,1,5,0
3930.0,4,144,49.057672960693466,0.7709625556716684,0,1,2,1
6800.0,48,50,246.5562224218924,0.4949086898708849,2,0,7,1
3058.0,16,130,105.007353134747,0.4859410192768056,5,1,3,2
9714.0,10,168,140.20534655194083,0.3027730387267291,3,1,6,0
1640.0,31,89,11.876754613268304,0.5561767364671347,2,0,9,2
8814.0,31,52,139.06672729560557,0.4979551093523859,3,1,5,1
5567.0,14,71,105.68496195148836,0.4109050070616957,2,1,9,0
,13,186,123.20524500970282,0.498470643404577,4,1,4,1
5770.0,4,93,100.67860910123254,0.4454512936506009,2,0,9,1
1838.0,46,168,94.01014162746456,,3,1,1,0
4289.0,26,56,84.59257128870411,0.9822264917282518,2,0,4,1
2633.0,24,26,95.51712110446414,0.8559108392605786,2,0,1,0
5369.0,9,170,173.4137629228644,0.9913726819109124,6,1,9,0
8790.0,35,103,81.63083552892265,0.339147486126262,4,0,8,0
2518.0,42,194,212.93918767597592,0.8586325989270457,1,0,8,1
5176.0,15,197,,0.4659661107123589,5,0,7,2
584.0,24,135,169.99835148802367,0.771522757999978,2,0,9,1
764.0,31,92,157.19630528776295,0.2812533765674259,1,1,3,1
3554.0,19,140,21.82815593867474,0.8307604807671766,1,0,7,0
727.0,2,122,32.40661662838963,0.1751179835412275,1,0,6,2
,2,43,66.08846133963864,,0,0,5,0
9023.0,41,22,22.81581473443876,0.83975735516244,3,1,9,1
4387.0,36,109,79.34689070000994,0.7724432996396663,4,1,4,2
9536.0,37,135,101.4058977799244,0.5511220794921603,4,0,3,0
5266.0,34,150,132.43047333944648,0.705513496861188,8,0,3,1
3974.0,39,84,109.02882072888394,0.2670166220463367,2,1,2,1
9431.0,19,121,100.261989230363,0.7009872601116519,1,1,1,2
4640.0,38,5,151.187064502653,0.1071785506073432,4,1,3,1
7576.0,23,121,144.49415877091917,0.8498942806433555,3,0,8,1
807.0,16,132,195.3920623222197,0.5646588471990492,5,1,6,1
8724.0,46,30,109.33119220437476,0.9494906064486236,2,1,2,1
8764.0,44,184,-20.548909927384145,0.5303478405905037,4,0,8,2
147.0,6,16,121.35993088288406,0.4897785540937069,1,0,5,1
2014.0,26,42,213.45156068334944,0.5050475311580327,6,1,4,1
1205.0,22,89,151.29930469405963,0.4237557582477664,4,0,1,1
3280.0,45,173,162.76500347269132,0.2500075754583886,5,0,1,2
8649.0,47,57,,0.8578564542509551,3,0,4,2
667.0,24,17,145.6568324463246,0.4501768669824654,2,1,9,0
8771.0,46,132,165.39642661790674,0.5761975853699727,2,0,6,2
966.0,40,80,83.2874842523543,0.1178982248170927,1,0,1,1
1128.0,21,17,74.96085251667621,0.1542284854425991,4,0,8,2
1913.0,30,150,122.73515310130036,0.63746490653006,3,0,9,2
3828.0,11,151,148.46307651357355,0.8913052742622479,2,0,2,2
5613.0,9,151,-37.76845156307087,0.5440562452234671,2,0,6,1
3626.0,12,52,90.26103165121349,0.248477122544557,1,0,7,0
4903.0,26,75,2.3272875217161584,0.204514582929372,1,0,1,0
6669.0,38,160,93.87113855887516,0.9098092012536316,1,0,5,0
1150.0,3,96,,0.7314740686137313,5,1,5,0
8418.0,33,151,68.79908204007837,0.9695759990603114,1,0,3,2
6378.0,15,90,85.69578620643018,0.1741137592095096,3,0,2,0
1752.0,47,87,133.09678840138403,,1,0,1,2
,5,52,149.68926668210824,0.8610690812741343,2,0,6,2
4808.0,24,33,147.80833165304267,0.9038666646317384,1,0,7,0
9576.0,11,180,101.86589757544084,0.1051866609464255,2,0,2,1
5418.0,33,23,128.52334203087156,0.7677131324744753,4,1,2,0
5959.0,23,103,126.32916634251004,,2,0,5,0
6715.0,10,51,64.81271489019228,0.6158614903825778,2,0,5,2
8470.0,43,93,12.447731407645406,0.5222817886174801,2,1,3,2
6693.0,28,64,55.14878640365868,0.7684092259733973,0,1,3,0
3695.0,39,180,,0.9998553614287642,3,1,1,0
5010.0,17,152,210.66065925936985,0.7394845233467471,1,0,3,1
3354.0,44,151,95.4490796873112,0.7102453744353906,5,0,9,1
4553.0,26,46,170.00900237840952,0.6889939441120728,2,0,2,1
2523.0,25,81,85.13009127431732,0.7256905028626218,3,0,1,2
8208.0,36,80,117.45165578576308,0.4079012206877492,2,0,9,1
4897.0,12,181,69.28975141262654,0.3881977692997769,0,0,5,2
7081.0,3,147,150.72742689988152,0.8059041804434557,3,1,8,2
8037.0,29,192,68.06920567033426,0.147779215617669,3,0,4,0
6781.0,44,72,55.36932504795718,0.7833229643830455,3,0,8,1
,24,83,102.3375494153421,0.8324574266526117,3,1,5,0
4277.0,19,159,140.83832093951594,0.569438163627641,4,0,6,0
3529.0,13,79,108.18265559541776,0.9191332858717136,0,1,6,2
284.0,16,187,76.54866325172652,0.5257786934324661,4,1,6,1
3233.0,40,91,55.016093919170665,0.26027800128626,6,1,2,0
5078.0,27,19,15.65541389209062,0.4252587838360055,3,1,9,2
8798.0,6,184,77.18734563566986,0.9152807553379776,2,0,7,0
6237.0,42,163,92.35430821005303,0.9943644594919484,1,0,3,1
2032.0,10,94,127.69802792825342,0.4796685702905351,3,0,2,2
6274.0,38,11,,0.2501618910342921,7,0,4,1
5512.0,8,17,133.40937998684507,0.357696352210724,4,0,8,0
1296.0,18,186,70.2920785795807,0.5979667082625676,2,0,9,2
5347.0,32,17,74.31147025590833,0.6148863264494319,3,1,2,0
4281.0,17,152,162.4359883316252,0.667053466024222,1,1,6,0
1438.0,42,14,-23.867420313574144,0.8518180353152922,3,1,8,1
6271.0,2,128,38.6585530393872,0.7400927365192249,4,1,3,2
2720.0,44,184,102.28227791782948,0.3347562038522562,3,1,9,0
6646.0,20,169,99.75145021406694,0.4555396546264003,2,0,4,1
8974.0,10,184,14.900774468221556,0.8558349254236122,3,0,5,1
6031.0,9,130,75.28964755699724,0.6700444035451399,2,1,7,2
,48,31,147.900759186635,0.2497762434202511,5,1,5,0
9709.0,39,166,41.858478314781934,0.3929849236722866,5,0,4,2
118.0,41,104,154.03761384491796,,3,0,4,2
6071.0,25,194,64.1919871465854,0.2548847109910425,2,0,5,0
564.0,25,20,6.353797015793461,0.7219455874487015,5,0,3,2
8982.0,24,63,140.9542759619826,0.6071828826084158,3,0,9,2
9302.0,6,25,112.53458878874768,0.2327274157610306,3,1,2,2
5410.0,30,20,26.70316871880668,0.7199910316278427,2,1,7,1
8179.0,10,17,72.86105102562905,0.2281140735896527,2,1,4,0
4120.0,39,37,186.24815408519012,0.4585920211987131,1,0,8,2
262.0,31,186,132.9176171222225,0.3777039320720683,3,1,7,1
9927.0,18,73,155.7693029632614,0.7210089574182618,3,1,8,1
394.0,43,159,43.084116578772246,,2,1,4,2
8870.0,33,56,161.26392258334934,0.2514849237603221,3,0,2,0
7340.0,19,69,28.80234950901365,0.8307970683390475,3,0,7,1
6944.0,23,48,30.3840399323998,0.106492650395102,4,0,9,2
1685.0,5,162,141.75596567424265,0.5770526926082797,2,0,6,0
3480.0,26,155,33.445978552532324,0.5651100008872065,6,1,7,0
5527.0,29,83,175.87804772610644,,3,1,6,2
6912.0,24,20,37.37950610583086,0.3157304773012075,2,0,2,1
,6,187,,0.1088711469371812,2,0,9,0
9133.0,39,22,157.65857817753707,0.5092866245272595,2,0,5,0
6443.0,4,21,68.96239451155556,0.164265590132429,3,1,3,0
3031.0,48,56,139.75774122525354,0.9029744981261814,1,0,4,0
7141.0,42,177,44.33068180352182,0.2562996931202561,2,1,4,1
5799.0,26,60,86.16996302372267,0.4827096707487945,3,0,9,1
8737.0,15,97,137.04324581284135,0.4906003512163454,5,0,5,2
8371.0,13,186,57.713794102327874,0.5975781830543843,1,0,2,2
4940.0,40,13,151.1363422678998,0.8042791138933575,4,1,6,1
7736.0,22,149,81.98572462093608,0.5249333354579017,6,0,7,2
1960.0,13,31,106.00455840623286,0.1231779404984258,0,1,8,0
5661.0,39,41,49.86687392341143,0.7939993700575806,3,1,5,1
1030.0,17,26,61.48191288803785,0.1739559831588023,3,0,8,0
2034.0,36,76,57.79288223833986,0.6773979630329777,0,1,8,1
4467.0,39,199,69.55133649901359,0.8230865577867059,4,0,4,1
2271.0,48,170,177.31015259239302,0.3544211552329394,4,0,7,2
3394.0,25,103,156.0394957299788,0.5041958335156281,2,0,9,1
4847.0,34,76,122.58997888443643,0.1129022579672349,2,0,4,2
4492.0,21,176,67.06908821301649,0.8234876796308969,5,1,9,1
,25,127,57.896052269560336,0.7329349809287373,1,1,4,0
2934.0,25,95,51.51928539911164,0.3082486549490587,5,0,1,0
9946.0,22,40,84.80831312827507,0.4512035780792104,1,0,4,0
7216.0,23,102,114.0064607283743,0.7257848516210003,4,1,2,0
3028.0,25,157,130.71357788042656,0.422346809666086,3,1,6,0
7525.0,14,46,100.72040832910454,0.2461732980019298,4,1,8,0
5850.0,14,115,128.27240603339345,0.5666549759901174,4,1,6,1
6594.0,26,17,146.79756524103212,0.7512108132577958,0,0,9,2
1772.0,40,188,81.4121966244636,0.3887285563026512,0,1,6,1
8290.0,30,83,154.91900702545053,0.209595044480012,2,1,7,0
7544.0,26,122,,0.846589745630779,5,0,5,0
4450.0,38,183,129.319095847928,0.3275216798024108,2,0,8,1
1387.0,22,182,101.59820456246932,0.5615334586959458,2,1,2,2
6710.0,39,56,,0.7222088345403187,2,0,2,2
9350.0,39,165,81.60992657437937,0.3853676803547987,2,1,8,2
8893.0,34,99,162.36605442037757,0.6837728836351765,4,0,6,2
,25,157,,0.5137385557973755,5,1,2,0
5287.0,36,116,169.37291134251575,0.6133929896114615,4,0,6,0
230.0,13,62,169.7016033134615,0.6315184932552484,2,1,8,2
8144.0,29,172,122.55560438214096,0.8417356182071976,4,0,6,1
8402.0,42,91,84.35816913405938,0.6906936460918028,3,1,9,1
2834.0,9,170,58.11133021234946,0.3378760229659694,1,0,6,0
9122.0,15,7,0.2813851632416515,,5,0,3,1
8957.0,31,120,126.9939059352186,0.1017869896676194,2,0,9,0
1166.0,44,20,44.42524751615257,0.913975646290296,4,0,5,0
5070.0,27,134,51.42583886455957,0.9478990466219857,2,0,6,2
,31,27,127.55039159168038,0.1847003388982011,1,1,4,2
1417.0,10,102,78.5057499716294,0.5383482564540233,3,0,3,2
384.0,37,162,,0.236435683114481,1,0,5,2
7066.0,7,14,123.0291330791885,0.953874178033676,0,1,3,2
7894.0,32,69,,0.3221492651402713,0,1,2,2
4214.0,11,26,109.92868358967014,0.551482386037299,3,0,6,1
147.0,48,56,72.51926732465982,,5,0,8,2
6238.0,45,115,96.24608782983704,0.3994849760527561,2,0,3,2
4961.0,28,188,71.10656952400956,0.3401257248344628,4,1,6,0
3359.0,4,165,193.9877291925777,0.527883438674967,2,0,9,0
7942.0,48,84,118.6116797240456,0.4778037658199336,4,1,1,2
3515.0,45,162,129.23338395751236,0.3977180151403378,2,1,3,0
6550.0,31,156,167.62509546149423,0.1952898558835709,3,1,2,1
8859.0,29,137,57.61751538529317,0.5360383198062534,7,0,8,1
6264.0,33,57,28.67556470685672,,5,0,9,1
7887.0,4,187,98.86296103141272,0.7572010029270094,3,0,6,1
4165.0,47,27,28.816058889326182,0.7485173957464025,0,0,3,2
181.0,26,110,79.4447205200367,0.4294825630707778,1,1,8,1
3105.0,31,95,-8.945640383187566,0.7375771726138463,3,0,7,1
8508.0,31,123,32.41589822120373,0.5189783332599268,3,1,2,1
434.0,27,142,161.14650123090166,0.2352484817543523,1,0,7,1
8850.0,25,124,120.23184389881207,0.4771447749802459,3,1,1,0
9165.0,48,165,189.88257410031815,0.2194647679284377,1,0,8,1
9044.0,36,97,98.44309651653444,0.2030345370158823,2,0,5,1
8885.0,49,66,96.52338964783152,0.1207533776118496,2,1,9,0
7168.0,31,86,110.77373077643315,0.3545688708724749,3,0,3,0
9970.0,43,159,279.434064234949,0.3977873058177503,4,0,7,2
3997.0,37,11,152.63023683761435,0.7294993416446434,6,1,8,0
8058.0,45,104,57.9697692980928,0.5842043063963053,2,1,1,0
8201.0,44,159,120.36710750135174,0.8726047408479808,3,1,6,0
4748.0,23,78,107.62828582646767,,1,1,2,1
9774.0,35,142,136.0452511676333,0.3393609812738326,4,0,8,2
882.0,4,61,193.6610006638653,0.9469685000290742,6,0,6,2
3686.0,28,34,129.3887792455253,0.4996407230018329,2,1,3,1
3894.0,42,7,81.46203284257335,0.8101458487437901,2,0,4,2
9275.0,41,161,193.21744594488732,0.5429508837845403,2,0,7,1
5697.0,42,18,34.706335024494905,0.5239770913231728,2,1,9,0
7150.0,13,81,86.44203338707612,0.2333046592266781,5,1,2,1
5151.0,1,87,145.07292794895244,0.8660796498537275,3,0,9,1
842.0,12,157,60.47486420790416,0.1705197524928711,4,0,6,0
4644.0,43,142,97.41123786159068,0.3792349851877373,5,1,2,0
4455.0,40,83,64.93383291092354,0.7061212645481615,6,1,8,2
3708.0,26,181,98.08302423594068,0.5565317957272269,5,1,4,1
3371.0,46,42,65.02005126559247,0.8932404942743826,1,0,8,0
2610.0,46,146,103.95223864476888,0.1353681575091243,5,1,7,2
,23,162,83.5188738407014,0.6844667675497572,2,1,7,1
6155.0,49,44,166.3620635903539,0.5297189235644124,2,0,7,0
1475.0,22,144,119.27498078768654,0.2388806411208858,2,1,2,0
9423.0,28,146,136.90648955296234,0.7689267164013341,3,1,8,1
2616.0,17,133,107.21551031810893,,4,1,2,0
6338.0,6,72,78.27890720562095,0.5784237138130152,2,0,3,1
190.0,14,53,116.74003196741396,0.9705394597267974,3,0,7,1
1579.0,17,22,110.13964033094445,0.5376070729226697,2,1,7,1
1054.0,38,168,-21.07063191567802,0.8410355790027785,5,0,7,0
8314.0,5,68,101.67765295734316,0.7926197710071199,2,1,4,0
3405.0,13,100,133.59808322831128,0.6964791323624191,7,0,5,1
1821.0,48,32,64.19504580774124,0.9071309290153002,2,0,7,2
9732.0,9,164,143.37602473849614,0.3264414822434628,5,1,8,1
5552.0,44,29,117.77958453134484,0.8386941083208969,4,1,3,1
2647.0,42,179,80.16094066303047,0.4400087395576083,5,0,6,1
5023.0,26,152,,0.8312418010730992,2,0,9,2
288.0,13,165,81.57039905056331,0.54440981609096,7,0,5,0
559.0,19,34,113.83990696525868,0.8719383276489122,6,0,4,0
2336.0,48,169,87.00391945664526,0.9053591839236876,3,1,9,1
4546.0,17,185,127.45026255572328,0.6378794881157039,4,0,4,1
680.0,16,106,167.34123701327496,0.5568642611481205,6,1,3,0
2261.0,30,121,78.19405253898829,0.8049521289991007,3,1,7,1
4815.0,32,110,145.11134159250912,0.340287582861256,3,0,5,0
9823.0,14,78,85.0518866891405,0.1138138131240229,4,0,1,2
9660.0,48,73,85.44387316463184,0.4663851244792926,3,0,8,1
,15,12,80.23677667756832,0.5569967196070992,7,1,1,0
,12,127,15.599664770297537,0.3675364474948809,4,1,9,0
,37,101,125.01781594344553,0.4450256935639907,6,0,1,2
958.0,11,105,114.20232556092014,0.2197524096244851,4,0,4,1
2540.0,5,5,108.14751972022816,0.3495609130310146,5,0,4,2
1812.0,11,99,177.72602034830896,0.3160858131231162,7,1,9,0
615.0,34,11,,0.3708881684440931,3,1,1,0
7455.0,19,66,165.39740307239242,,2,0,9,2
1475.0,26,115,88.23358009425193,0.6030715339428521,3,1,4,2
6784.0,26,91,,0.3255372461764654,3,1,7,2
3769.0,17,190,49.09213248962773,0.9468651370058996,3,1,9,1
2490.0,31,91,103.09183845421666,0.5601473473270014,4,1,7,0
3362.0,19,127,100.41266856062656,0.2160694057687907,2,0,2,1
4738.0,44,12,126.92224478561302,0.3516456434718555,2,0,6,1
2966.0,20,68,46.55767963205927,0.7567817465220886,0,0,6,2
7948.0,23,140,81.28693754333786,0.1122931345426547,2,1,3,1
,25,135,15.2527206288312,0.944036187577256,5,0,4,1
9048.0,28,131,64.19806349323107,0.5006592295532255,3,0,6,2
3595.0,37,190,144.6317280567446,0.5689711206558971,3,1,6,2
6594.0,12,131,44.928753242365225,0.9895710122555752,2,1,1,2
287.0,48,164,187.19890842605787,0.5530627773993985,3,1,8,0
,1,120,150.4451240193555,0.9529695950157752,2,0,9,0
8193.0,2,53,125.0620575911482,0.9237080042138388,5,0,2,1
2814.0,10,170,166.6768065054985,0.9471839757995916,2,1,4,1
7508.0,34,134,93.9483116770508,0.8311357517431275,4,0,6,0
395.0,32,131,63.12377594735337,0.3667582761019581,2,0,2,1
3633.0,25,141,95.20288380347804,0.4117442354073833,1,1,7,2
4240.0,10,50,14.057737638055016,0.4284856613625768,2,1,6,0
4142.0,1,69,159.53690487483243,0.9812627556509756,1,0,8,1
4370.0,32,181,82.55557110105892,0.4246799535749338,3,0,7,1
3151.0,37,161,62.23966145208745,0.1978203782965424,2,1,1,1
5565.0,12,94,68.02275213299049,0.8004960051716364,0,1,5,0
7833.0,49,33,100.82882190941557,0.4294569624238473,1,1,6,0
6105.0,18,37,105.981151039756,0.6588423205532591,5,1,7,0
5970.0,30,32,92.69479717420832,0.9319243710375704,2,0,4,2
4004.0,13,99,92.47251942762222,0.6179550191002399,1,0,9,1
2361.0,3,87,127.48796758340076,0.6739301605220992,0,0,1,1
9814.0,21,116,45.06621234387448,0.6785763080186225,1,0,3,2
,42,158,111.25957106096442,0.6511592671826637,4,0,2,0
6793.0,14,118,84.10685538708678,0.2437924397328587,2,1,2,0
8396.0,40,33,0.1006013641210614,0.5107738732738799,5,1,1,0
578.0,10,143,45.83483817106055,0.1068976179793526,3,1,3,2
,2,106,60.40095708007029,,5,1,5,1
6677.0,45,166,183.51965525539327,0.617822465523615,3,0,6,2
6885.0,37,108,122.6252027617614,0.386323497316739,4,0,8,1
8984.0,11,52,113.54947104343051,0.5715059528531834,3,1,4,1
3138.0,1,159,75.65141174799552,0.5437520037172691,2,0,1,1
293.0,26,128,74.38257097883543,0.325823694348026,2,1,9,2
9781.0,42,172,40.856010793463646,0.3639587932833337,2,0,3,0
158.0,13,163,83.679533351664,0.7862868969658756,4,0,8,0
1986.0,28,197,168.78046844761,0.780159087263556,4,0,4,2
4673.0,36,171,34.09413352158691,0.5228039352158581,2,0,3,1
5322.0,21,115,70.67860141931584,0.7457580571743816,1,0,3,2
2680.0,10,28,146.30935324478085,0.5057211522078425,4,0,4,0
4744.0,12,27,146.1737237610578,0.8662366314065189,2,0,4,2
7723.0,46,193,63.97297378500116,,1,1,7,1
320.0,27,159,,0.9345632498608608,4,1,2,0
975.0,3,20,78.26515214485727,0.5880552855082039,3,0,8,1
1296.0,28,177,,0.5821190749717757,2,1,2,2
2809.0,2,31,174.91559955031582,0.7037293458934393,4,1,1,1
2831.0,28,137,104.59803406796496,0.406770409733216,3,1,8,2
435.0,31,191,91.60692690908442,0.7518966138164209,4,1,4,0
8516.0,43,39,108.74148673863016,0.3883825923707079,5,1,6,0
7114.0,21,178,51.503790204457566,0.457784946962907,4,0,1,0
,7,60,71.90482062089791,0.707233093113751,2,0,3,1
8280.0,31,131,171.84509146665667,0.4406041911712433,3,0,7,2
4057.0,14,156,192.95663303357003,0.2799767104192546,1,1,7,2
7211.0,39,142,44.34149439974365,,1,1,8,2
4689.0,39,42,80.53207136743195,0.9299398427144976,1,0,2,1
1986.0,9,180,100.2194130876236,0.6640579448267037,7,1,7,2
